row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source
r00734,149,明蚣,meen115kuon52,meen4;min2,蜈蚣,,True,result_all_converted.xlsx
r00735,149,蚊螋,meen11shieu55,meen2;veen2,蜒,,True,result_all_converted.xlsx
r00736,149,畜牲,chioeq3san52,shioeq7;shroeq7;tshoq7;chioq7;chioq7;shioq7san1;seon1,家畜家禽,tɕʰioʔsaŋtit,True,result_all_converted.xlsx
r00737,149,牲徒,san33du52,san1;seon1,家畜家禽从年关时将被屠宰的角度指称,saŋdukkll,True,result_all_converted.xlsx
r00738,149,牛,gnieu231,,牛多指水牛,aŋniɤ,True,result_all_converted.xlsx
r00739,149,黄牛,huaon33gnieu52,waon2,,tflɦuɒŋȵiɤs,True,result_all_converted.xlsx
r00740,149,雄牛,yon11gnieu52,,公的水牛,fɦioŋȵikʰ,True,result_all_converted.xlsx
r00741,149,水牯牛,sy335ku55gnieu52,sy3;se3,已的牛,,True,result_all_converted.xlsx
r00742,149,牯牛,ku335gnieu52,,,,True,result_all_converted.xlsx
r00743,149,特牛,deq1gnieu52,diq8;diq8;deoq8,母的水牛,,True,result_all_converted.xlsx
r00744,149,特牛,deq1gnieu52,diq8;diq8;deoq8,小,,True,result_all_converted.xlsx
r00745,149,马,mha52,mha1;mo4,,o,True,result_all_converted.xlsx
r00746,149,雄马,yon11mha52,mha1;mo4,,ɦioŋmo,True,result_all_converted.xlsx
r00747,149,雌马,tshy33mha52,mha1;mo4,,tsʰmo,True,result_all_converted.xlsx
r00748,149,小马,shiau335mha52,mha1;mo4,,ɕiɒmo,True,result_all_converted.xlsx
r00749,149,驴,li231,l2;lu2;lu2,,li,True,result_all_converted.xlsx
r00750,149,驴狗,li11keu55,l2;lu2;lu2,,likɤ,True,result_all_converted.xlsx
r00751,149,雄驴,yon11li52,l2;lu2;lu2,,ɦioŋli,True,result_all_converted.xlsx
r00752,149,雌驴,tshy33li52,l2;lu2;lu2,,tsʰli,True,result_all_converted.xlsx
r00753,149,小驴,shiau335li52,l2;lu2;lu2,,iɒli,True,result_all_converted.xlsx
r00754,149,肉猪,gnio11tsy11,gnio6;gnhioq7;gnioq8;gnioq8,猪,ȵiots,True,result_all_converted.xlsx
r00755,149,肉肉,gnio11gnio11,gnio6;gnhioq7;gnioq8;gnioq8gnio6;gnhioq7;gnioq8;gnioq8,对猪的谑称,lŋioiot,True,result_all_converted.xlsx
r00756,150,第六章,di11loq1tsaon11,,绍兴方言分类词汇上,,True,result_all_converted.xlsx
r00757,150,雄肉猪,yon11gnio55tsy52,gnio6;gnhioq7;gnioq8;gnioq8,,lɦioŋȵiots,True,result_all_converted.xlsx
r00758,150,朴猪,phoq3tsy52,,公的种猪,pʰoʔtsf,True,result_all_converted.xlsx
r00759,150,猪娘,tsy33gnian52,,母种猪,ktsniaŋltf,True,result_all_converted.xlsx
r00760,150,猪,tsy52,,发情时的母猪,isʔtstlt,True,result_all_converted.xlsx
r00761,150,羊,yan231,,,ɦiaŋ,True,result_all_converted.xlsx
r00762,150,山羊,saen33yan52,,,llsæ̃ɦiaŋ,True,result_all_converted.xlsx
r00763,150,湖羊,wu11yan52,,,ɦuɦiaŋ,True,result_all_converted.xlsx
r00764,150,绵羊,mien11yan52,,,,True,result_all_converted.xlsx
r00765,150,雄咯羊,yon11koq5yan52,,,lɦioŋɡʔkoʔɦiaŋ,True,result_all_converted.xlsx
r00766,150,雌咯羊,tshy33koq5yan52,,,lftsʰɡʔkoʔɦiaŋ,True,result_all_converted.xlsx
r00767,150,小羊,shiau335yan52,,,vɕiɒɦiaŋ,True,result_all_converted.xlsx
r00768,150,狗,keu335,,,ŋk,True,result_all_converted.xlsx
r00769,150,雄狗,yon11keu55,,,ɦioŋk,True,result_all_converted.xlsx
r00770,150,雌狗,tshy33keu55,,,tttsʰk,True,result_all_converted.xlsx
r00771,150,小狗,shiau335keu52,,,iɒk,True,result_all_converted.xlsx
r00772,150,狼狗,laon11keu55,,,flɒŋk,True,result_all_converted.xlsx
r00773,150,西洋狗,shi33yan55keu52,,,pɕiɦiaŋkɤl,True,result_all_converted.xlsx
r00774,150,巴儿狗,po33gni55keu52,po1;bo212;ghi2;i2,,,True,result_all_converted.xlsx
r00775,150,猫,mau231,,,mɒ,True,result_all_converted.xlsx
r00776,150,雄猫,yon11mau52,,,tfɦioŋmɒ,True,result_all_converted.xlsx
r00777,150,雌猫,tshy33mau52,,,ttsʰmɒ,True,result_all_converted.xlsx
r00778,150,小猫,shiau335mau52,,,ɕiɒmɒ,True,result_all_converted.xlsx
r00779,150,鸡,ci52,,,ti,True,result_all_converted.xlsx
r00780,150,雄鸡,yon11ci52,,,ɦioŋtɕi,True,result_all_converted.xlsx
r00781,150,哥哥鸡,ko33ko55ci52,,指打鸣的公鸡哥哥啼声,lkokotitlll,True,result_all_converted.xlsx
r00782,150,童子鸡,don11tsy55ci52,tsy3;tseq7,半大的公鸡,fdoŋtstɕit,True,result_all_converted.xlsx
r00783,150,子鸡,tsy335ci52,tsy3;tseq7,,ftstɕi,True,result_all_converted.xlsx
r00784,150,起骚雄鸡,chi335sau55yon55ci52,chi3,发情时的公鸡,ltʰisɒɦioŋtɕit,True,result_all_converted.xlsx
r00785,150,线鸡,shien33ci33,,阉鸡线本字为正字通今俗雄鸡,kɕiẽtik,True,result_all_converted.xlsx
r00786,150,去势谓之,chi33sy33we33tsy33,chiu5;chiu5,音线,i,True,result_all_converted.xlsx
r00787,150,半脚佬,poen33ciaq3lau33,,阉而未净的公鸡,dpø̃tɕiaʔlɒf,True,result_all_converted.xlsx
r00788,151,鸡婆,ci33bo52,mo2,没有下过蛋的母鸡,ltiboll,True,result_all_converted.xlsx
r00789,151,雌鸡婆,tshy33ci55bo52,mo2,,ttsʰtɕibo,True,result_all_converted.xlsx
r00790,151,鸡娘,ci33gnian52,,下过蛋或正下蛋的母鸡,ltɕiiaŋililli,True,result_all_converted.xlsx
r00791,151,哆哆鸡,ci52,,指叫着要下蛋的母鸡哆哆叫声,llltostotillitflllli,True,result_all_converted.xlsx
r00792,151,赖孵鸡娘,la11bu11ci11gnian11,,已不下蛋但仍赖在窝里的母鸡孵,labutɕiŋiaŋlllllkʔ,True,result_all_converted.xlsx
r00793,151,训读字,shioen33doeq3zy33,doq8,本字为伏广韵扶富切鸟范子,iliklf,True,result_all_converted.xlsx
r00794,151,小鸡,shiau335ci52,,,iŋtɕi,True,result_all_converted.xlsx
r00795,151,火鸡,hu335ci52,,用炭火孵化的鸡雏,,True,result_all_converted.xlsx
r00796,151,乌骨鸡,u33kueq5ci52,kuēq7;kuoeq7;kuoq7,一种骨头黑色的比较滋补的鸡,lkuʔtɕitt,True,result_all_converted.xlsx
r00797,151,鸭,aeq45,,,lʔ,True,result_all_converted.xlsx
r00798,151,雄鸭,yon11aeq5,,,ɦioŋʔ,True,result_all_converted.xlsx
r00799,151,绿头鸭,loq1deu55aeq54,,,loʔdʔ,True,result_all_converted.xlsx
r00800,151,雌鸭,tshy33aeq5,,没有下过蛋的母鸭,sʰʔtfl,True,result_all_converted.xlsx
r00801,151,子鸭,tsy335aeq54,tsy3;tseq7,,tsʔ,True,result_all_converted.xlsx
r00802,151,鸭娘,aeq3gnian52,,下过蛋或正下蛋的母鸭,ʔȵiaŋtltill,True,result_all_converted.xlsx
r00803,151,老鸭,lau115aeq54,lau4;lau6,下蛋多年的母鸭,llʔfkll,True,result_all_converted.xlsx
r00804,151,啾固头,ku335deu52,cnv,指放养的公鸭因鸣声啾啾而得名,lktɕʰikudtllliik,True,result_all_converted.xlsx
r00805,151,韶鸭,zau11aeq5,,半大不小的鸭子,lzʔk,True,result_all_converted.xlsx
r00806,151,小鸭,shiau335aeq54,,,ɕiɒʔ,True,result_all_converted.xlsx
r00807,151,鹅,ngo231,,,ŋo,True,result_all_converted.xlsx
r00808,151,白狗,baq1keu55,,鹅避讳近音词我时说,tbaʔkɤiiili,True,result_all_converted.xlsx
r00809,151,雄鹅,yon11ngo52,,,ɦioŋŋos,True,result_all_converted.xlsx
r00810,151,雌鹅,tshy33ngo52,,没有下过蛋的母鹅,tsʰŋostli,True,result_all_converted.xlsx
r00811,151,鹅娘,ngo11gnian52,,下过蛋或正下蛋的母鹅,ŋoȵiaŋktllli,True,result_all_converted.xlsx
r00812,151,黄毛小鹅,huaon33mhau55shiau55ngo52,waon2mhau1;mau2,,tɦuɒŋmɒɕiɒŋoll,True,result_all_converted.xlsx
r00813,151,子鹅,tsy335ngo52,tsy3;tseq7,,ftsŋotl,True,result_all_converted.xlsx
r00814,151,鸡子,ci33tsy55,tsy3;tseq7,,ftɕits,True,result_all_converted.xlsx
r00815,151,鸡蛋,ci33daen55,,,,True,result_all_converted.xlsx
r00816,151,鸭子,aeq3tsy55,tsy3;tseq7,,fʔts,True,result_all_converted.xlsx
r00817,151,鸭蛋,aeq3daen55,,,,True,result_all_converted.xlsx
r00818,151,鹅子,ngo11tsy55,tsy3;tseq7,,fŋots,True,result_all_converted.xlsx
r00819,151,鹅蛋,ngo11daen55,,,,True,result_all_converted.xlsx
r00820,152,鹅喜,ngo11shi55,,,ft,True,result_all_converted.xlsx
r00821,152,嘴,tsy335,tsy3;tse3,,tslʔ,True,result_all_converted.xlsx
r00822,152,角,koq45,,,fkoʔ,True,result_all_converted.xlsx
r00823,152,尾巴,mi115po52,mi4;vi4po1;bo2,,llmizpo,True,result_all_converted.xlsx
r00824,152,翼膀,yiq1paon55,yiq8;yoq8paon3;baon2,,liʔpɒŋɦioʔʔpɒŋ,True,result_all_converted.xlsx
r00825,152,翼梢,yiq1sau52,yiq8;yoq8,,ɦiʔsɒ,True,result_all_converted.xlsx
r00826,152,毛毛,mhau33mhau52,mhau1;mau2mhau1;mau2,,mɒmɒlti,True,result_all_converted.xlsx
r00827,152,毛,mhau52,mhau1;mau2,,,True,result_all_converted.xlsx
r00828,152,雉鸡毛,dzy115ci55mhau52,mhau1;mau2,毛,dztɕimɒsl,True,result_all_converted.xlsx
r00829,152,蹄,di231,,,ki,True,result_all_converted.xlsx
r00830,152,蹄爪,di11tsau55,,猪子,ditsf,True,result_all_converted.xlsx
r00831,152,脚爪,ciaq3tsau55,,爪子猪蹄子,taʔts,True,result_all_converted.xlsx
r00832,152,冠,kuoen52,kuoen1;kuoen5,指鸡冠,tkuøt,True,result_all_converted.xlsx
r00833,152,鹅胖头,ngo11phaon55deu52,,指鹅冠,lŋoʔpʰɒŋdɤt,True,result_all_converted.xlsx
r00834,152,蛋,daen11,,禽鸟的蛋但鸡鸭鹅的蛋称为鸡子鸭子鹅子,dæ̃lftf,True,result_all_converted.xlsx
r00835,152,子,tsy335,tsy3;tseq7,昆虫或鱼类的卵,ftstltl,True,result_all_converted.xlsx
r00836,152,树,zhiu11,,,tlʑy,True,result_all_converted.xlsx
r00837,152,松树,son33zhiu55,son1;son1,,ksoŋiʑyl,True,result_all_converted.xlsx
r00838,152,松子,son33tsy55,son1;son1tsy3;tseq7,,soŋtts,True,result_all_converted.xlsx
r00839,152,柏树,paq3zhiu55,,,flfpaʔʑy,True,result_all_converted.xlsx
r00840,152,杉树,saen33zhiu55,,,tlsæ̃ʑyl,True,result_all_converted.xlsx
r00841,152,槐树,wa11zhiu55,,,ffɦualʑyl,True,result_all_converted.xlsx
r00842,152,桑树,saon33zhiu55,,,tsɒŋʑy,True,result_all_converted.xlsx
r00843,152,桑子,saon33tsy55,tsy3;tseq7,桑,sɒŋs,True,result_all_converted.xlsx
r00844,152,桑叶,saon33yiq5,,,lsɒŋɦiɕʔ,True,result_all_converted.xlsx
r00845,152,枣树,tsau335zhiu52,,,tsɒʑy,True,result_all_converted.xlsx
r00846,152,白果树,baq1ku55zhiu52,,银杏树,llkbaʔkuʑyl,True,result_all_converted.xlsx
r00847,153,香椿树,shian33tsheen55zhiu52,,,tɕiaŋtsʰẽʑy,True,result_all_converted.xlsx
r00848,153,杨柳树,lian11lieu55zhiu52,lian6;fiar1o;yan2;yan2;yan6lieu4,柳树,fltkɦiaŋliɤllʑyliaŋliɤlʑylk,True,result_all_converted.xlsx
r00849,153,倒挂杨柳树,tau335kuo55lian55lieu55zhiu52,tau5lian6;fiar1o;yan2;yan2;yan6lieu4,,lttŋlttɒkuoɦiaŋliɤʑy,True,result_all_converted.xlsx
r00850,153,梧桐树,wu11don55zhiu52,,,fftɦudoŋʑy,True,result_all_converted.xlsx
r00851,153,榆树,yu11zhiu55,,,tɦyʑyl,True,result_all_converted.xlsx
r00852,153,枫树,fon33zhiu55,,,tfoŋy,True,result_all_converted.xlsx
r00853,153,枫叶,fon33yiq5,,,llfoŋɦiʔ,True,result_all_converted.xlsx
r00854,153,茶树,dzo11zhiu55,,嫩叶加工后成茶叶,tdzoʑyll,True,result_all_converted.xlsx
r00855,153,棕树,tson33zhiu55,,棕榈树,tttsoŋʑy,True,result_all_converted.xlsx
r00856,153,樟树,tsan33zhiu55,tsaon1;tsaon1,,ktsɒŋʑy,True,result_all_converted.xlsx
r00857,153,冬青树,ton33chin55zhiu52,,,ftoŋtɕʰiŋʑy,True,result_all_converted.xlsx
r00858,153,桐子树,don11tsy55zhiu52,tsy3;tseq7,油桐树,doŋtsʑylltt,True,result_all_converted.xlsx
r00859,153,苦楝树,khu335lien55zhiu52,,棟树,ttkʰuliẽʑyt,True,result_all_converted.xlsx
r00860,153,柏子树,paq3tsy55zhiu52,tsy3;tseq7,乌柏,lfdʑiɤtsʑytl,True,result_all_converted.xlsx
r00861,153,麻栎树,mo11liq5zhiu52,mo2;mo2;mo2;mo2,树,kftmoliʔʑytfk,True,result_all_converted.xlsx
r00862,153,树干,zhiu11keen11,keen1;keen1;keen3;keen3,,tffʑykẽ,True,result_all_converted.xlsx
r00863,153,树梗,zhiu11kuaon11,kuaon3;keon3,,tʑykuaŋ,True,result_all_converted.xlsx
r00864,153,枝条,tsy33tiau52,trau1;diau2,,tstiɒd,True,result_all_converted.xlsx
r00865,153,树皮,zhiu11bi11,,,kiʑybi,True,result_all_converted.xlsx
r00866,153,树叶,zhiu11yiq1,,,tflləyiʔ,True,result_all_converted.xlsx
r00867,153,树梢头,zhiu11sau11deu11,,树梢,lysɒd,True,result_all_converted.xlsx
r00868,153,树丫权,zhiu11ia11jioen11,o1;ie1;to;to!,树权,ttʑyotsʰoky,True,result_all_converted.xlsx
r00869,153,丫权,ia33jioen52,o1;ie1;to;to!,,ʔyosʰo,True,result_all_converted.xlsx
r00870,153,树根,zhiu11keon11,,子,kfʑykəŋts,True,result_all_converted.xlsx
r00871,153,柴株头,za11tsy55deu52,tsy1;ciu1,山间灌木丛多老根,kzatsdɤlllʑk,True,result_all_converted.xlsx
r00872,153,柴株婆婆,za11tsy55bo55bo52,tsy1;ciu1mo2mo2,,kzatsbobo,True,result_all_converted.xlsx
r00873,153,树木头,zhiu11moq1deu11,,原木,tʑymoʔdɤl,True,result_all_converted.xlsx
r00874,153,藤,deon231,,,dəŋ,True,result_all_converted.xlsx
r00875,154,第六章,di11loq1tsaon11,,,,True,result_all_converted.xlsx
r00876,154,竹头,tsoq3deu52,,竹子,ttsoʔd,True,result_all_converted.xlsx
r00877,154,毛竹,mhau33tsoq5,mhau1;mau2,,mɒtsoʔ,True,result_all_converted.xlsx
r00878,154,簇竹,tshoq3tsoq5,,一种较毛竹略细的竹子日常用农家一般栽种,,True,result_all_converted.xlsx
r00879,154,竹筱,tsoq3shiau52,shiau3;shiau3,,tsoʔɕiɒtl,True,result_all_converted.xlsx
r00880,154,细竹枝,shi33tsoq3tsy33,,多指带叶的,,True,result_all_converted.xlsx
r00881,154,火筱,hu335shiau52,shiau3;shiau3,,khuitlltfl,True,result_all_converted.xlsx
r00882,154,竹竿,tsoq3keen52,keen1;keen3,,tsoʔkẽ,True,result_all_converted.xlsx
r00883,154,蔑,miq23,,竹皮,,True,result_all_converted.xlsx
r00884,154,笋,seen335,seēn3;shin3,,dæ̃ɕiŋʑfttft,True,result_all_converted.xlsx
r00885,154,毛笋,mhau33seen55,mhau1;mau2seēn3;shin3,,mɒɕiŋtkt,True,result_all_converted.xlsx
r00886,154,团笋,doen11seen55,doen2;doen2seēn3;shin3,,diŋt,True,result_all_converted.xlsx
r00887,154,簇笋,tshoq3seen55,seēn3;shin3,,,True,result_all_converted.xlsx
r00888,154,鞭笋,pien33seen55,seēn3;shin3,,piẽiŋktt,True,result_all_converted.xlsx
r00889,154,马鞭笋,mha33pien55seen52,mha1;mo4seēn3;shin3,,mopiẽɕiŋ,True,result_all_converted.xlsx
r00890,154,箬壳,gniaq1khoq5,ghiaq8;zoq8,笋壳,,True,result_all_converted.xlsx
r00891,154,箬篷,gniaq1bon52,ghiaq8;zoq8,,,True,result_all_converted.xlsx
r00892,154,花,huo52,,,huo,True,result_all_converted.xlsx
r00893,154,梅花,me11huo52,,,tmhuo,True,result_all_converted.xlsx
r00894,154,腊梅花,laeq1me55huo52,shiq7;shiq7,,tlʔmhuo,True,result_all_converted.xlsx
r00895,154,桃花,dau11huo52,,,fkdɒhuo,True,result_all_converted.xlsx
r00896,154,杏花,ghan115huo52,ghan4;yin4,,ɦaŋhuo,True,result_all_converted.xlsx
r00897,154,李花,li115huo52,,,tliuo,True,result_all_converted.xlsx
r00898,154,梨花,li11huo52,,,lihuo,True,result_all_converted.xlsx
r00899,154,槐花,wa11huo52,,,tɦuahuo,True,result_all_converted.xlsx
r00900,154,牡丹花,meu115taen55huo52,,,mthuo,True,result_all_converted.xlsx
r00901,154,芍药花,zoq1yaq5huo52,,,zoʔɦiaʔhuo,True,result_all_converted.xlsx
r00902,154,丁香花,tin33shian55huo52,,,lʔtiŋɕiaŋhuo,True,result_all_converted.xlsx
r00903,154,荷花,wu11huo52,o5;wu2;ho5;11o5;gho2;gho6;gho6,,iɦohuo,True,result_all_converted.xlsx
r00904,155,莲蓬头,lien11bon55deu52,,莲蓬,iliẽboŋdɤii,True,result_all_converted.xlsx
r00905,155,桂花,kue33huo33,,,ldkuhuo,True,result_all_converted.xlsx
r00906,155,金桂,cin33kue55,,花金黄色,tɕiŋkui,True,result_all_converted.xlsx
r00907,155,银桂,gnin11kue55,,花黄白色,tlttȵiŋkult,True,result_all_converted.xlsx
r00908,155,火桂,hu335kue52,,花暗红色,kthukust,True,result_all_converted.xlsx
r00909,155,菊花,cioeq3huo52,cioeq7;cioq7,,tɕioʔuo,True,result_all_converted.xlsx
r00910,155,木莲,moq1lien52,,薛荔籽实似莲房,imoʔliẽi,True,result_all_converted.xlsx
r00911,155,月月红,gnioeq1gnioeq5won52,yoeq8;gnioq8;yoq8yoeq8;gnioq8;yoq8,月季花,llllɦiøʔɦiøʔɦuoŋ,True,result_all_converted.xlsx
r00912,155,玫瑰花,me11kue55huo52,,,ffmkuihuo,True,result_all_converted.xlsx
r00913,155,蔷薇花,jian11bi55huo52,vi2,,idʑiaŋbihuodʑiaŋlbihuo,True,result_all_converted.xlsx
r00914,155,海棠花,he335daon55huo52,,,dhŋŋhuo,True,result_all_converted.xlsx
r00915,155,金银花,cin33gnin55huo52,,,tltɕiŋȵiŋhuo,True,result_all_converted.xlsx
r00916,155,凤仙花,von11shien11huo11,,,llvoŋiẽhuo,True,result_all_converted.xlsx
r00917,155,百合花,paq3keq5huo52,keq7;gheq8,,paʔɦʔhuo,True,result_all_converted.xlsx
r00918,155,野百合,ya115paq5keq54,keq7;gheq8,,fiɦialpaʔɦʔ,True,result_all_converted.xlsx
r00919,155,石榴花,zaq1lieu55huo52,zaq8;zeoq8,,lzəʔliɤhuo,True,result_all_converted.xlsx
r00920,155,玉丫花,gnioq1ia55huo52,o1;ie1;to;to!,花似荷木本,ioʔoh,True,result_all_converted.xlsx
r00921,155,玉兰花,gnioq1laen55huo52,,,ȵiolæ̃huo,True,result_all_converted.xlsx
r00922,155,夹竹桃,kaeq3tsoq5dau52,kaeq7;kaeq7;gaeq8;gaeq8,,kkʔtsoʔdɒ,True,result_all_converted.xlsx
