row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source
r05549,313,花园里,huo33yoen55li52,li4;114;li4,蛮蛮好看味,dtfl,True,result_all_converted.xlsx
r05550,313,清潜渗,chin33jien55seen52,seen5;soen5,,tɕʰiŋkuaŋliɒsli,True,result_all_converted.xlsx
r05551,313,个过老酒呐,ko33ku33lau33cieu33naeq3,koo;ko5;cox;boxlau4;lau6naeq8;neq8,,i,True,result_all_converted.xlsx
r05552,313,形容词,yin11yon55dzy52,yon2;yon4uzy2;zy2,,fi,True,result_all_converted.xlsx
r05553,313,大,da11,do6,,kdo,True,result_all_converted.xlsx
r05554,313,小,shiau335,,,ɕiɒ,True,result_all_converted.xlsx
r05555,313,韶,zau231,,指人或动物不大不小头人,zɒŋ,True,result_all_converted.xlsx
r05556,314,高,kau52,,指物老鹰飞得归去吃年糕老鹰飞得低归去吃,kɒzkɡ,True,result_all_converted.xlsx
r05557,314,只鸡,tsy335ci52,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7,,,True,result_all_converted.xlsx
r05558,314,长,tsan335,tsan3;dzan2,指人和物子筷,kdzaŋkkl,True,result_all_converted.xlsx
r05559,314,低,ti52,,指物,t,True,result_all_converted.xlsx
r05560,314,矮,a335,,指人子,ta,True,result_all_converted.xlsx
r05561,314,短,toen335,,指物筷,tt,True,result_all_converted.xlsx
r05562,314,粗,tshu52,,,ltsʰ,True,result_all_converted.xlsx
r05563,314,细,shi33,,,ɕi,True,result_all_converted.xlsx
r05564,314,远,yoen113,,,ɦiø,True,result_all_converted.xlsx
r05565,314,近,jin113,,,ildʑiŋ,True,result_all_converted.xlsx
r05566,314,阔,khueq45,khuoeq7;khuoeq7;khuoeg7;khuoq7,宽肩胛,kkʰuʔt,True,result_all_converted.xlsx
r05567,314,狭,ghaeq23,,窄马路,ɦʔ,True,result_all_converted.xlsx
r05568,314,厚,gheu113,,,lɦ,True,result_all_converted.xlsx
r05569,314,薄,bo11,ooo;ooo,,bʔ,True,result_all_converted.xlsx
r05570,314,薄泛,bo11faen11,ooo;ooofaen5;vaeq8,,boʔfæ̃,True,result_all_converted.xlsx
r05571,314,飘薄,phiau33bo55,ooo;ooo,不厚实天家风凉哉衣裳嫌憎哉,pʰiɒboʔʑʑtt,True,result_all_converted.xlsx
r05572,314,深,seen52,,,s,True,result_all_converted.xlsx
r05573,314,浅,chien335,,,toiẽ,True,result_all_converted.xlsx
r05574,314,空,khuon52,khuon5;khuon5,,kʰuoŋ,True,result_all_converted.xlsx
r05575,314,满,moen113,,,tm,True,result_all_converted.xlsx
r05576,314,多,to52,,,to,True,result_all_converted.xlsx
r05577,314,勿少,veq1sau55,sau5,,lvʔsɒʑ,True,result_all_converted.xlsx
r05578,314,稍多,sau33to52,,真朝客人来得,,True,result_all_converted.xlsx
r05579,314,少,sau335,sau5,,lsŋ,True,result_all_converted.xlsx
r05580,314,方,faon52,,,fɒŋ,True,result_all_converted.xlsx
r05581,314,圆,yoen231,,,ɦi,True,result_all_converted.xlsx
r05582,314,扁,pien335,,,piẽ,True,result_all_converted.xlsx
r05583,314,瘪,piq45,,不丰满嘴老太婆,,True,result_all_converted.xlsx
r05584,314,利,li11,,指谷粒等不饱满谷,,True,result_all_converted.xlsx
r05585,314,篆,dzeen113,dzeen4;dzoen4,,dz,True,result_all_converted.xlsx
r05586,314,窪,uo3333,uo52,洼生得一场病眼睛都进哉,,True,result_all_converted.xlsx
r05587,315,字,zy11,,本字不明,sll,True,result_all_converted.xlsx
r05588,315,凸,doeq23,,,dø,True,result_all_converted.xlsx
r05589,315,尖,cien52,,,tɕiẽ,True,result_all_converted.xlsx
r05590,315,快,khua33,krua5;khau5,锋利,tkkʰuat,True,result_all_converted.xlsx
r05591,315,钝,doen11,,,tdø,True,result_all_converted.xlsx
r05592,315,平,bin231,,,kbiŋ,True,result_all_converted.xlsx
r05593,315,正,tseon52,tseon1;tseon5,,ltsəŋ,True,result_all_converted.xlsx
r05594,315,歪,ua52,,不正,ua,True,result_all_converted.xlsx
r05595,315,反,faen335,,,f,True,result_all_converted.xlsx
r05596,315,倒,tau335,tau5,,ɒ,True,result_all_converted.xlsx
r05597,315,横,wan231,wan2;wan6;wan6;uan1,,fɦuaŋ,True,result_all_converted.xlsx
r05598,315,直,dzeoq23,,直杆要竖吓得寒毛管起,zəʔfilk,True,result_all_converted.xlsx
r05599,315,笃,toq45,,陡山介楚勿上去咯,toʔl,True,result_all_converted.xlsx
r05600,315,斜,zhia231,,,lʑia,True,result_all_converted.xlsx
r05601,315,算,soen33,,,ttɕʰia,True,result_all_converted.xlsx
r05602,315,弯,uaen52,,,uæ̃,True,result_all_converted.xlsx
r05603,315,亮,lian11,,,liaŋ,True,result_all_converted.xlsx
r05604,315,暗,een33,,,ẽ,True,result_all_converted.xlsx
r05605,315,红,won231,,,ɦuoŋ,True,result_all_converted.xlsx
r05606,315,橘红,cioeq3won52,cioeq7;cioq7,,tiɡʔuoŋi,True,result_all_converted.xlsx
r05607,315,黄,huaon52,waon2,,ɦuɒŋ,True,result_all_converted.xlsx
r05608,315,绿,loq23,,,loʔ,True,result_all_converted.xlsx
r05609,315,湖绿,wu11loq5,,,ɦloʔktt,True,result_all_converted.xlsx
r05610,315,青,chin52,,,tɕʰiŋlklʔ,True,result_all_converted.xlsx
r05611,315,蓝,laen231,,,l,True,result_all_converted.xlsx
r05612,315,藏青,dzaon11chin52,dzaon4;dzaon4;dzaon4;dzaon6,蓝中带黑穿得条咯长裤式个正式哉,dzɒŋtɕʰiŋ,True,result_all_converted.xlsx
r05613,315,紫,tsy335,,,ts,True,result_all_converted.xlsx
r05614,315,紫红,tsy335won52,,红中带紫,tsɦuoŋ,True,result_all_converted.xlsx
r05615,316,第八章,di11paeq1tsaon11,,,,True,result_all_converted.xlsx
r05616,316,黑,heoq45,,,həʔ,True,result_all_converted.xlsx
r05617,316,玄色,yoen11seoq5,,指布色黑总还是咯布头经俸,ztɦiɡsəʔl,True,result_all_converted.xlsx
r05618,316,白,baq23,,,baʔ,True,result_all_converted.xlsx
r05619,316,灰,hue52,,,hu,True,result_all_converted.xlsx
r05620,316,重,dzon231,dzon4;dzon4,,idzoŋ,True,result_all_converted.xlsx
r05621,316,轻,chin52,,,tʰiŋ,True,result_all_converted.xlsx
r05622,316,快,khua33,krua5;khau5,迅速,tkkʰuait,True,result_all_converted.xlsx
r05623,316,慢,maen11,,,m,True,result_all_converted.xlsx
r05624,316,燥,sau33,,干太阳猛衣裳当时哉,sɒ,True,result_all_converted.xlsx
r05625,316,潮,dzau231,,潮湿衣裳淀得浞雨有些哉,ŋ,True,result_all_converted.xlsx
r05626,316,湿,seq45,,,sʔ,True,result_all_converted.xlsx
r05627,316,浓,non231,non2;gnion2,,nioŋ,True,result_all_converted.xlsx
r05628,316,指茶浓,tsy335dzo55non52,non2;gnion2,茶,,True,result_all_converted.xlsx
r05629,316,淡,daen113,,,di,True,result_all_converted.xlsx
r05630,316,指茶不浓,tsy335dzo55peq5non52,piq7;piq7non2;gnion2,茶,,True,result_all_converted.xlsx
r05631,316,厚,gheu113,,,ɦɤl,True,result_all_converted.xlsx
r05632,316,指酒或粥浓,tsy335cieu55woq5tsoq5non52,non2;gnion2,老酒味道粥,,True,result_all_converted.xlsx
r05633,316,薄,bo11,ooo;ooo,指酒或粥不浓老酒味道粥楦大肚,itoʔklitti,True,result_all_converted.xlsx
r05634,316,疏,sy52,gh5;tn5;t5;su1;su5,稀疏葛件衣裳穿得好两年哉布都哉,tstkk,True,result_all_converted.xlsx
r05635,316,朗,laon113,taon14;laon4,雨起来哉,lɒŋk,True,result_all_converted.xlsx
r05636,316,密,miq23,,,miʔ,True,result_all_converted.xlsx
r05637,316,硬,ngan11,,,llŋaŋ,True,result_all_converted.xlsx
r05638,316,软,gnioen113,,,iɕ,True,result_all_converted.xlsx
r05639,316,糙,tshau33,,,tsʰɒ,True,result_all_converted.xlsx
r05640,316,黏,gnhien52,,,ȵi,True,result_all_converted.xlsx
r05641,316,滑,waeq23,,,ɦuʔ,True,result_all_converted.xlsx
r05642,316,紧,cin335,,,tɕiŋ,True,result_all_converted.xlsx
r05643,316,宽,khuoen52,,,kʰutklkf,True,result_all_converted.xlsx
r05644,316,宽松,khuoen33son52,son1;son1,期限两日式个紧稍为些好,,True,result_all_converted.xlsx
r05645,316,脆,tshe33,,,tsʰ,True,result_all_converted.xlsx
r05646,316,韧,zeen11,zeen6;gnin6,,ȵiŋ,True,result_all_converted.xlsx
r05647,316,纯,zeen231,,,z,True,result_all_converted.xlsx
r05648,316,杂,dzeoq23,boaz,不纯,aʔ,True,result_all_converted.xlsx
r05649,317,稳,uen335,uen3;uoen3,,uẽ,True,result_all_converted.xlsx
r05650,317,兀,ngeq23,,不稳只凳坐得有些要讴木作师父来修修哉,,True,result_all_converted.xlsx
r05651,317,鲜,shien52,,鲜活,tiẽt,True,result_all_converted.xlsx
r05652,317,蔫,ien52,,精神不振萎靡养老日日养小日日鲜,,True,result_all_converted.xlsx
r05653,317,清爽,chin33saon55,,,tiŋsɒŋlflftʔii,True,result_all_converted.xlsx
r05654,317,蛮,mhaen52,mnaen1;maen2;maen2;mhaeq7,,,True,result_all_converted.xlsx
r05655,317,清致,chin33tsy55,tsy5;tsy5;tsy5;tsy5,干净些水肩,tɕʰiŋtsklf,True,result_all_converted.xlsx
r05656,317,俸,fon33,,脏新衣裳穿得埭有些哉,foŋtk,True,result_all_converted.xlsx
r05657,317,灵清,lin11chin52,,清楚看勿,iliŋtiŋt,True,result_all_converted.xlsx
r05658,317,糊,wu231,ghm;gnm;wu6,模糊勿戴眼镜看东西有些咯,ll,True,result_all_converted.xlsx
r05659,317,清,chin52,,,tɕʰiŋ,True,result_all_converted.xlsx
r05660,317,浑,wen231,wen2;wen4;wen4;wen4;wen4;wen4;wen4;woen2;woen2;woen4;woen4;woen4;woen4;woen4,,ɦuẽ,True,result_all_converted.xlsx
r05661,317,仔洁,tsy335ciq54,,注意干净一百念个屎迹,fftstiʔ,True,result_all_converted.xlsx
r05662,317,整齐,tseon335ji52,zhi2;zhi2;zhi2,,ʔtsəŋʑik,True,result_all_converted.xlsx
r05663,317,齐崭,ji11tsaen55,zhi2;zhi2;zhi2,,ʑitsæ̃,True,result_all_converted.xlsx
r05664,317,乱,loen11,,,l,True,result_all_converted.xlsx
r05665,317,破,pha33,phā5;pho5,,pʰa,True,result_all_converted.xlsx
r05666,317,牢,lau231,,,l,True,result_all_converted.xlsx
r05667,317,葵,kue52,kue1;gue2,不结实葛东西忒个勿经用咯,ɡuipkl,True,result_all_converted.xlsx
r05668,317,勿牢,veq1lau52,,,vʔl,True,result_all_converted.xlsx
r05669,317,响,shian335,,,ɕiaŋ,True,result_all_converted.xlsx
r05670,317,幽,ieu52,,声音小无线电开得些,iɤ,True,result_all_converted.xlsx
r05671,317,闹热,nau11gniq1,,热闹,nɒnȵiʔtʰf,True,result_all_converted.xlsx
r05672,317,静,jin113,,安静,dʑiŋ,True,result_all_converted.xlsx
r05673,317,吵,tshau335,,吵闹,ktsʰɒ,True,result_all_converted.xlsx
r05674,317,清静,chin33jin55,,,tʰiŋʔdʑiŋ,True,result_all_converted.xlsx
r05675,317,冷清,lan115chin52,lan4;leon4,葛埭坞勿大有人咯忒个哉,,True,result_all_converted.xlsx
r05676,317,冷静,lan115jin52,lan4;leon4,,laŋdziŋttl,True,result_all_converted.xlsx
r05677,318,第八章,di11paeq1tsaon11,,绍兴方言分类词汇下,,True,result_all_converted.xlsx
r05678,318,好,hau335,rdu5;hau3,,hɒ,True,result_all_converted.xlsx
r05679,318,头挑,deu11thiau52,thiau3,最好的,tʰi,True,result_all_converted.xlsx
r05680,318,疫,yoeq23,yoq8;yoeq8,不好便宜货勿一定就,,True,result_all_converted.xlsx
r05681,318,勿好,veq1hau55,rdu5;hau3,,vʔhɒ,True,result_all_converted.xlsx
r05682,318,推为,the33we55,,差个人介咯,tʰɦula,True,result_all_converted.xlsx
r05683,318,楚脚,tshu335ciaq54,,,,True,result_all_converted.xlsx
r05684,318,对,te33,to5;te5;te5,正确,tk,True,result_all_converted.xlsx
r05685,318,勿对,veq1te55,to5;te5;te5,不正确,tvʔtl,True,result_all_converted.xlsx
r05686,318,各异,koq3zhi52,yi2;yi2;yi2;yi6,不一样葛人脾气星咯腰去理伊,koʔiɦfftlff,True,result_all_converted.xlsx
r05687,318,错,tsho33,cstio5;tshoq7,,tsʰo,True,result_all_converted.xlsx
r05688,318,错赚,tsho33dzaen33,cstio5;tshoq7dzaen4;dzaen6,有偶然出错的意思较错语气较轻伊是,tsʰoæ̃kt,True,result_all_converted.xlsx
r05689,318,咯,koq45,,偌安东心里,l,True,result_all_converted.xlsx
r05690,318,真,tseen52,,,its,True,result_all_converted.xlsx
r05691,318,假,cia335,ctu5;cia5;ko3;cru5;ko3;ko5;ko5;ko5,,ko,True,result_all_converted.xlsx
r05692,318,早,tsau335,,,tsɒ,True,result_all_converted.xlsx
r05693,318,迟,dzy231,,晚到,sd,True,result_all_converted.xlsx
r05694,318,夜,ya11,,指晚上时间的早或晚勿知勿觉天家介哉,ɦiattyŋlkʑk,True,result_all_converted.xlsx
r05695,318,生,san52,san1;seon1,,lsaŋ,True,result_all_converted.xlsx
r05696,318,熟,zoq23,,,zoʔ,True,result_all_converted.xlsx
r05697,318,老,lau113,lau4;lau6,,lɒ,True,result_all_converted.xlsx
r05698,318,嫩,noen11,,,tnø,True,result_all_converted.xlsx
r05699,318,新,shin52,,,ɕiŋ,True,result_all_converted.xlsx
r05700,318,旧,jieu11,,,lldʑiɤ,True,result_all_converted.xlsx
r05701,318,新鲜,shin33shien52,,,tɕiŋɕiẽ,True,result_all_converted.xlsx
r05702,318,生落,san33loq5,san1;seon1,,lsaŋloʔkttklltl,True,result_all_converted.xlsx
r05703,318,陈年,dzeen11gnien52,,不新鲜,dzŋi,True,result_all_converted.xlsx
r05704,318,陈年百果,dzeen11gnien55paq5ku52,,,ldzẽniẽpʔaʔku,True,result_all_converted.xlsx
r05705,319,怪,kua335,cpny;en,个事体是有些咯噢,kualll,True,result_all_converted.xlsx
r05706,319,稀奇,shi33ji52,,,idʑiʔ,True,result_all_converted.xlsx
r05707,319,古怪,ku335kua52,cpny;en,,kukua,True,result_all_converted.xlsx
r05708,319,还魂,waen11wen52,waen2;waeq8wen2;woen2,,kʔtii,True,result_all_converted.xlsx
r05709,319,加工废品,cia33kuon55fi55phin52,ke1;ko1;ko1;ko1;cio1,恢复原有性能使成为新产品,,True,result_all_converted.xlsx
r05710,319,纸,tsy335,,橡胶,,True,result_all_converted.xlsx
r05711,319,陌生,maq1san52,san1;seon1,,fmaʔsaŋ,True,result_all_converted.xlsx
r05712,319,烦难,vaen11naen52,naen2;naen6,,ɤvæ̃nkl,True,result_all_converted.xlsx
r05713,319,困难,khuen335naen52,khuen5;khuen5;khuen5;khuen5;khuen5;khuoen3;khuoen5;khuoen5;khuoen5naen2;naen6,托人做些事体有多少,,True,result_all_converted.xlsx
r05714,319,难,naen231,naen2;naen6,,n,True,result_all_converted.xlsx
r05715,319,便当,bien11taon52,bien6taon1;taon5,,bitɒŋ,True,result_all_converted.xlsx
r05716,319,容易,yon11yi55,yon2;yon4yi6;yiq8,,ɦioŋɦi,True,result_all_converted.xlsx
r05717,319,贵,ciu33,kue5;kue5,,tɕy,True,result_all_converted.xlsx
r05718,319,贱,jien11,jien6;zhien6,,,True,result_all_converted.xlsx
r05719,319,便宜,bien11gni52,bien6i1;ghi2;i1,,ibiini,True,result_all_converted.xlsx
r05720,319,挖打,uaeq3to55,to3;tan3,,tʔtaŋ,True,result_all_converted.xlsx
r05721,319,稀奇,shi33ji52,,稀罕,idʑiʔ,True,result_all_converted.xlsx
r05722,319,考究,khau335cieu52,,讲究衣裳做工蛮蛮咯,kʰɒtɕiiyil,True,result_all_converted.xlsx
r05723,319,热,gniq23,,,niʔ,True,result_all_converted.xlsx
r05724,319,泡,phau52,phau1;phau5;phau5;phau5,烫火火煞,tpʰɒikkt,True,result_all_converted.xlsx
r05725,319,冷,lan113,lan4;leon4,,ʔlaŋ,True,result_all_converted.xlsx
r05726,319,荫,eon33,eon5;in1;ir1;in5;in5;ngh5,凉个西瓜井水里激过有些带哉,iŋikzk,True,result_all_converted.xlsx
r05727,319,温吞,uen33thoen52,uen1;uoen1,指水不冷不热水戽浴恐怕欠热,utʰk,True,result_all_converted.xlsx
r05728,319,和暖,wu11noen55,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,暖和三九四九捺个会有是介咯日子,flɦonllflltlf,True,result_all_converted.xlsx
r05729,319,荫凉,eon33lian33,eon5;in1;ir1;in5;in5;ngh5,指天气凉快秋老虎过哉天家落来哉,iŋliaŋtkkk,True,result_all_converted.xlsx
r05730,319,风凉,fon33lian52,,,foŋliaŋlllklk,True,result_all_converted.xlsx
r05731,319,甜,dien231,,,di,True,result_all_converted.xlsx
r05732,319,酸,soen52,,,s,True,result_all_converted.xlsx
r05733,319,市口,zy115kheu52,,略酸,tkʰɤ,True,result_all_converted.xlsx
r05734,320,第八章,di11paeq1tsaon11,,绍兴方言分类词汇下,,True,result_all_converted.xlsx
r05735,320,苦,khu335,,,kʰ,True,result_all_converted.xlsx
r05736,320,辣,laeq23,,,lʔ,True,result_all_converted.xlsx
r05737,320,咸,ghaen231,ghaen2;ghaen2;yen2;yen2,,lɦ,True,result_all_converted.xlsx
r05738,320,淡,daen113,,不咸,dæ̃,True,result_all_converted.xlsx
r05739,320,涩,seq45,seoq7;seoq7,,iʔs,True,result_all_converted.xlsx
r05740,320,只腻,tsy335gni52,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7gni2;gni6,油腻,tsʔȵik,True,result_all_converted.xlsx
r05741,320,油腻,yeu11gni52,yeu2;yeu6gni2;gni6,,ɦini,True,result_all_converted.xlsx
r05742,320,爽口,saon335kheu52,,,sŋkʰlkitl,True,result_all_converted.xlsx
r05743,320,口感清爽,kheu335keen55chin55saon52,,油腻煞哉顶好咯东西吃些,,True,result_all_converted.xlsx
r05744,320,糯,no11,,黏而软,knott,True,result_all_converted.xlsx
r05745,320,水罗,sy335lo52,sy3;se3,水分多嘴脯燥火火独想吃些咯东西,ksloklkktzpt,True,result_all_converted.xlsx
r05746,320,松脆,son33tshe55,son1;son1,酥脆,isoŋtsʰl,True,result_all_converted.xlsx
r05747,320,入味,zeq1bi55,zhiq8b1o;mi6;mi6;vi6,菜肴有滋味还唔有味再烧烧,kzʔbilklll,True,result_all_converted.xlsx
r05748,320,煞口,saeq3kheu55,,解除原先的口味油肉吃过酱萝卜一块蛮,skʰllt,True,result_all_converted.xlsx
r05749,320,蛮,mhaen52,mnaen1;maen2;maen2;mhaeq7,咯,l,True,result_all_converted.xlsx
r05750,320,香,shian52,,,ɕiaŋ,True,result_all_converted.xlsx
r05751,320,臭,tsheu33,,,tsʰɤ,True,result_all_converted.xlsx
r05752,320,出气,tsheq3chi55,tsheq7;tsheq7,指食品因包装不严密失去特有气味罐头唔有盖,tsʰttŋltl,True,result_all_converted.xlsx
r05753,320,好,hau335,rdu5;hau3,茶叶哉,tkt,True,result_all_converted.xlsx
r05754,320,哈喇,ha33la52,ha1,指腌肉等日久变质发涩火腿哉,lhɡafʔkl,True,result_all_converted.xlsx
r05755,320,饱,pau335,,,pɒ,True,result_all_converted.xlsx
r05756,320,曹,dzau231,dzau2;dzau4,饿晏快哉肚皮煞哉饥饿感毛笋吃得,,True,result_all_converted.xlsx
r05757,320,有些,yeu115soeq54,bo5;5,,f,True,result_all_converted.xlsx
r05758,320,肚饥,tu335ci52,tu5;du4ci1;ct1;ci1,饿饭煮煮好东味有些哉,ltdutɕilflkʔl,True,result_all_converted.xlsx
r05759,320,饿,ngo11,,极饿介咯奥冒有两日唔有吃饭哉,ŋoifʑbt,True,result_all_converted.xlsx
r05760,320,口渴,kheu335kheq54,,煞哉,llkʰkʰʔ,True,result_all_converted.xlsx
r05761,320,瞌,kheq45,,倦,lkʰʔtsʰoŋl,True,result_all_converted.xlsx
r05762,320,吃力,keq3liq5,keq7;chiq7,累,lltɕʰiʔliʔ,True,result_all_converted.xlsx
r05763,321,乏,vaeq23,,,vʔ,True,result_all_converted.xlsx
r05764,321,气闷,chi33mheen33,mheen1;meen6,,tɕʰim,True,result_all_converted.xlsx
r05765,321,晕,yoen11,,,,True,result_all_converted.xlsx
r05766,321,痛,thon33,,,tʰoŋ,True,result_all_converted.xlsx
r05767,321,胀,tsan33,,,ktsaŋ,True,result_all_converted.xlsx
r05768,321,木,moq23,,没了感觉,moʔʔ,True,result_all_converted.xlsx
r05769,321,麻,mo231,mo2;mo2;mo2;mo2,一种触电或蚂蚁爬动似的不舒服的感觉坐得半日脚,kmoltillll,True,result_all_converted.xlsx
r05770,321,也,gha113,gha4;ya4;ya4;ye4,患哉,tt,True,result_all_converted.xlsx
r05771,321,痒,yan113,,,ɦiaŋ,True,result_all_converted.xlsx
r05772,321,迹,ciq45,,,,True,result_all_converted.xlsx
r05773,321,发戳,faeq3tshoq5,faeq7;faeq7,刺挠,ʑfʔtsʰoʔ,True,result_all_converted.xlsx
r05774,321,心疲,shin33bi52,,恶心,iŋf,True,result_all_converted.xlsx
r05775,321,发荡,faeq3dan55,faeq7;faeq7dan6;daon4;daon4;daon4;ddon4;daon6,心慌,ifʔdɒŋ,True,result_all_converted.xlsx
r05776,321,体泰,thi335tha52,tha5;tha5;tha5,宽裕从容早些走些,ktʰitʰakk,True,result_all_converted.xlsx
r05777,321,安航,een33ghaon52,,安定,,True,result_all_converted.xlsx
r05778,321,落胃,loq1we55,,舒服满意,loʔfiul,True,result_all_converted.xlsx
r05779,321,腻心,gni11shin52,gni2;gni6,脏得让人恶心,ȵiɕiŋil,True,result_all_converted.xlsx
r05780,321,畅,tshan33,,舒畅一脸盆咯蚕豆赞末吃哉,tsʰaŋʔlklzk,True,result_all_converted.xlsx
r05781,321,煞渴,saeq3kheq5,,过瘾吃一些些勿要吃末就吃畅,ksʔkʰʔikli,True,result_all_converted.xlsx
r05782,321,忙,man231,man2;maon2,,tmŋ,True,result_all_converted.xlsx
r05783,321,空,khuon52,khuon5;khuon5,空闲,ikʰuoŋi,True,result_all_converted.xlsx
r05784,321,闲空,ghaen11khuon52,yen2;yen2khuon5;khuon5,,kɦæ̃kʰuoŋ,True,result_all_converted.xlsx
r05785,321,好听,hau335thin52,rdu5;hau3thin5,,flhɒtʰiŋ,True,result_all_converted.xlsx
r05786,321,难听,naen11thin55,naen2;naen6thin5,,lntʰiŋ,True,result_all_converted.xlsx
r05787,321,有什相,yeu115zeq5shian52,zeq8;zeoq8shian5;shian5,看来数量很多其实不多一缸米看看,ɦizəʔiŋkkltliikʔʔi,True,result_all_converted.xlsx
r05788,321,壮,tsaon33,,肥胖指人胖,ttsɒŋt,True,result_all_converted.xlsx
r05789,322,瘦,seu33,,瘤指人瘦人还是生得些好要介壮,sɤsaŋik,True,result_all_converted.xlsx
r05790,322,精,cin52,,指肉瘦猪肉精本字为腈集韵子盈,ttiŋftti,True,result_all_converted.xlsx
r05791,322,切,chiq45,,肉之粹者,lk,True,result_all_converted.xlsx
r05792,322,肥,bi231,vi2,指肉肥猪肉,bi,True,result_all_converted.xlsx
r05793,322,扎实,tsaq3zeq5,tsaeq7;tsaeq7;tsaeq7;tsaeq7,,ltsʔzʔi,True,result_all_converted.xlsx
r05794,322,结实,ciq3zeq5,,,tɕiʔzʔ,True,result_all_converted.xlsx
r05795,322,弱,zoq23,,指人虚弱介大年纪再加生得场病人也哉,zoʔklt,True,result_all_converted.xlsx
r05796,322,虚,shiu52,,指人因病或缺乏营养而虚弱,ɕykllkf,True,result_all_converted.xlsx
r05797,322,亏,chiu52,khue1,指人因某一方面原因而虚弱伊葛卵人是做产咯之,kʰukffit,True,result_all_converted.xlsx
r05798,322,故,ku335,cny;cnx;e,大鱼大肉吃得会好咯,yktl,True,result_all_converted.xlsx
r05799,322,惺,,,刚睡醒眼晴模糊不清的样子,,False,result_all_converted.xlsx
r05800,322,老,lau113,lau4;lau6,,lɒ,True,result_all_converted.xlsx
r05801,322,后生,gheu115san52,gheu4;gheu4;gheu4;gheu6san1;seon1,,ɦsaŋlts,True,result_all_converted.xlsx
r05802,322,年轻,gnien11chin52,,伊亨个时光还蛮蛮味,,True,result_all_converted.xlsx
r05803,322,年纪轻,gnien11ci55chin52,,,ʔȵitɕiiŋ,True,result_all_converted.xlsx
r05804,322,好看,hau335kheen52,rdu5;hau3,指人或物好看,ɒkʰẽʔ,True,result_all_converted.xlsx
r05805,322,漂亮,phiau33lian55,phiau1;phiau1;phiau1;phiau3,指人好看,ipʰiɒliaŋli,True,result_all_converted.xlsx
r05806,322,齐整,ji11tseon55,zhi2;zhi2;zhi2,,ʑitsəŋ,True,result_all_converted.xlsx
r05807,322,登样,teon33yan55,,,ftŋɦiaŋ,True,result_all_converted.xlsx
r05808,322,细洁,shi33ciq3,,细腻光洁,itiʔtt,True,result_all_converted.xlsx
r05809,322,出客,tsheq3khaq5,tsheq7;tsheq7,漂亮大方,ltsʰʔkʰaʔ,True,result_all_converted.xlsx
r05810,322,上照,zan115tsau52,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,lŋtɒ,True,result_all_converted.xlsx
r05811,322,挺刮,thin335kuaeq54,,,lflltiŋkuaʔ,True,result_all_converted.xlsx
r05812,322,衣服平整,i33voq5bin55tseon52,,,,True,result_all_converted.xlsx
r05813,322,灵光,lin11kuaon52,kuaon1,,liŋkuɒŋff,True,result_all_converted.xlsx
r05814,322,难看,naen11kheen55,naen2;naen6,指人或物不好看,nkʰẽ,True,result_all_converted.xlsx
r05815,322,老相,lau115shian52,lau4;lau6shian5;shian5,指人显得比实际年龄要老个大姑娘人蛮好就,tllɒɕiaŋktltkt,True,result_all_converted.xlsx
r05816,322,是生得有些,zy115san55teq5yeu55soeq54,ze4;ze4;zeq8san1;seon1teq7;teoq7bo5;5,,k,True,result_all_converted.xlsx
r05817,322,活泛,weq1faen55,wog8;woeq8;woq8;woq8faen5;vaeq8,指人活泼灵活,ɦuʔfæ̃,True,result_all_converted.xlsx
r05818,322,死闭闭,sy335pi55pi52,sy3;shi3,指人死板不活泼阿哥人有些咯一些,ipipil,True,result_all_converted.xlsx
r05819,323,勿活泛,veq1weq5faen52,wog8;woeq8;woq8;woq8faen5;vaeq8,,z,True,result_all_converted.xlsx
r05820,323,时派,zy11pha55,,时髦,llzpʰallt,True,result_all_converted.xlsx
r05821,323,摩登,mo11teon52,,,motəŋ,True,result_all_converted.xlsx
r05822,323,落魄,loq1phaq5,phaq7;pheq7;pheq7;phoq7;boq8;boq8;thoq7,不整齐不干净,tloʔtʰoʔtf,True,result_all_converted.xlsx
r05823,323,拉带,iha33ta55,laeq8,,llataʔ,True,result_all_converted.xlsx
r05824,323,聪明,tshon33meen55,meen4;min2,,lltsʰoŋmiŋ,True,result_all_converted.xlsx
r05825,323,呆,te52,te1;nge2,,,True,result_all_converted.xlsx
r05826,323,强,chian335,jian2,能干伊有些咯东西蛮蛮会修咯健壮,,True,result_all_converted.xlsx
r05827,323,活要活得,weq1iau55weq5teq54,wog8;woeq8;woq8;woq8tau1;iau5wog8;woeq8;woq8;woq8teq7;teoq7,死要死得快方言字本字为会广,fkk,True,result_all_converted.xlsx
r05828,323,韵,yoen11,,黄外切,itl,True,result_all_converted.xlsx
r05829,323,精,cin52,,精明,tɕiŋll,True,result_all_converted.xlsx
r05830,323,糊涂,wu11du52,ghm;gnm;wu6du2,,ɦuds,True,result_all_converted.xlsx
r05831,323,煞纳,saeq3neq5,neq8;noeq8,干练,ksʔnʔ,True,result_all_converted.xlsx
