row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source,ipa_from_wupin,ipa_conversion_status,ipa_label_source
r05236,302,着贼,tsaq3zhiq5,dzaq8;dzaq8dzeoq8;dzeoq8;zeoq8,被偷,zaʔzʔf,True,result_all_converted.xlsx,tsaʔ³ʑiʔ⁵,ok,rule_from_trusted_wupin
r05237,302,强奸,chian335kaen52,jian2kaen1;kaen1;kaer2;cien1;cien1;cien1,,idʑiaŋkæ̃,True,result_all_converted.xlsx,tɕʰiaŋ³³⁵kæ̃⁵²,ok,rule_from_trusted_wupin
r05238,302,判,phoen33,,判决,lpk,True,result_all_converted.xlsx,pʰø̃³³,ok,rule_from_trusted_wupin
r05239,302,犯法,vaen115faeq54,,,væ̃fʔ,True,result_all_converted.xlsx,væ̃¹¹⁵fæʔ⁵⁴,ok,rule_from_trusted_wupin
r05240,302,坐牢监,zo115lau55kaen52,kaen1;kaen1;kaer2;cien1;cien1;cien1,,zolɒkæ̃,True,result_all_converted.xlsx,zɒ¹¹⁵lɤ⁵⁵kæ̃⁵²,ok,rule_from_trusted_wupin
r05241,302,坐班房,zo115paen55vaon52,,,lfbzopæ̃vɒŋ,True,result_all_converted.xlsx,zɒ¹¹⁵pæ̃⁵⁵vɒŋ⁵²,ok,rule_from_trusted_wupin
r05242,302,枪毙,chian33bi52,bi6,,tɕʰiaŋbi,True,result_all_converted.xlsx,tɕʰiaŋ³³bi⁵²,ok,rule_from_trusted_wupin
r05243,302,毅洞,gni115don52,gni4;gni6,,,True,result_all_converted.xlsx,ȵi¹¹⁵doŋ⁵²,ok,rule_from_trusted_wupin
r05244,302,放,faon33,,释放,fɒŋf,True,result_all_converted.xlsx,fɒŋ³³,ok,rule_from_trusted_wupin
r05245,303,存钞票,dzeen11tshau55phiau52,dzoen2;dzoen2,,dztsʰɒpʰiɒ,True,result_all_converted.xlsx,dzẽ¹¹tsʰɤ⁵⁵pʰiɤ⁵²,ok,rule_from_trusted_wupin
r05246,303,存铜钱,dzeen11don55dien52,dzoen2;dzoen2lien2;jien2,,dzẽdoŋliẽ,True,result_all_converted.xlsx,dzẽ¹¹doŋ⁵⁵diẽ⁵²,ok,rule_from_trusted_wupin
r05247,303,借,cia33,1;cru5;jia4,,tɕia,True,result_all_converted.xlsx,tɕia³³,ok,rule_from_trusted_wupin
r05248,303,趁,tsheen33,,,tsʰlttlʔt,True,result_all_converted.xlsx,tsʰẽ³³,ok,rule_from_trusted_wupin
r05249,303,意,i33,,得勿少铜钱,t,True,result_all_converted.xlsx,i³³,ok,rule_from_trusted_wupin
r05250,303,骤,dzeu113,,积攒,,True,result_all_converted.xlsx,dzə¹¹³,ok,rule_from_trusted_wupin
r05251,303,拆蚀,tshaq3zeq5,zeq8;zeoq8,损失钱财物资自咯生活自做一些勿会咯,ftsʰaʔzʔklɤbl,True,result_all_converted.xlsx,tsʰaʔ³zᴇʔ⁵,ok,rule_from_trusted_wupin
r05252,303,做生意,tso33san33i33,san1;seon1,,tltsosaŋ,True,result_all_converted.xlsx,tsɒ³³saŋ³³i³³,ok,rule_from_trusted_wupin
r05253,303,蚀本,zeq1peen55,zeq8;zeoq8,,lzʔpẽzʔpẽ,True,result_all_converted.xlsx,zᴇʔ¹pẽ⁵⁵,ok,rule_from_trusted_wupin
r05254,303,背债,pe33tsa55,pe1;pe5;pe5;be6;be6;be6,欠债儿子年纪大哉做亲也唔有办法咯,fptsalʔtklʑfl,True,result_all_converted.xlsx,pᴇ³³tsa⁵⁵,ok,rule_from_trusted_wupin
r05255,303,做债,tso33tsa33,,,ftsotsai,True,result_all_converted.xlsx,tsɒ³³tsa³³,ok,rule_from_trusted_wupin
r05256,303,拔债,baeq1tsa55,,还债,ktbʔtsasf,True,result_all_converted.xlsx,bæʔ¹tsa⁵⁵,ok,rule_from_trusted_wupin
r05257,303,脱手,theq3seu55,treq7;thoeq7;thoq7;thoq7,,tʰøʔsfll,True,result_all_converted.xlsx,tʰᴇʔ³sə⁵⁵,ok,rule_from_trusted_wupin
r05258,303,物已出售,veq1yi55tsheq5dzeu52,i3;yi4;i3tsheq7;tsheq7nz,,t,True,result_all_converted.xlsx,vᴇʔ¹ɦi⁵⁵tsʰᴇʔ⁵dzə⁵²,ok,rule_from_trusted_wupin
r05259,303,背算,pe33soen55,pe1;pe5;pe5;be6;be6;be6,盘算,psø̃f,True,result_all_converted.xlsx,pᴇ³³sø̃⁵⁵,ok,rule_from_trusted_wupin
r05260,303,兜会,teu33kue55,kue5;we6,一种民间的集资方式各人每月凑钱帮助其中某,tɦutt,True,result_all_converted.xlsx,tə³³kuᴇ⁵⁵,ok,rule_from_trusted_wupin
r05261,303,扣错扣,kheu33tsho33kheu33,cstio5;tshoq7,正好不多不少葛块料作做条裤是,,True,result_all_converted.xlsx,kʰə³³tsʰɒ³³kʰə³³,ok,rule_from_trusted_wupin
r05262,303,节剥节,ciq3poq5ciq54,,勉强打发日子是个咯来带过日,tɕiʔpoʔtɕiʔtflki,True,result_all_converted.xlsx,tɕiʔ³poʔ⁵tɕiʔ⁵⁴,ok,rule_from_trusted_wupin
r05263,303,子,tsy335,tsy3;tseq7,还有啥铜钱好借僚,islt,True,result_all_converted.xlsx,tsɿ³³⁵,ok,rule_from_trusted_wupin
r05264,303,分家,feen33cia52,ke1;ko1;ko1;ko1;cio1,,fko,True,result_all_converted.xlsx,fẽ³³tɕia⁵²,ok,rule_from_trusted_wupin
r05265,303,拆家,tshaq3cia52,ke1;ko1;ko1;ko1;cio1,旧指因分家或离婚而致一家离散为得分家蛮,fʑtsʰakolltʑʑ,True,result_all_converted.xlsx,tsʰaʔ³tɕia⁵²,ok,rule_from_trusted_wupin
r05266,303,好咯几兄弟,hau335koq5ci55shion55di52,rdu5;hau3ci3;ct1;ci3;5;ci5;ci5,哉,flk,True,result_all_converted.xlsx,hɤ³³⁵koʔ⁵tɕi⁵⁵ɕioŋ⁵⁵di⁵²,ok,rule_from_trusted_wupin
r05267,303,买,ma113,,,sa,True,result_all_converted.xlsx,ma¹¹³,ok,rule_from_trusted_wupin
r05268,303,布,pu33,pu5,买布,tp,True,result_all_converted.xlsx,pu³³,ok,rule_from_trusted_wupin
r05269,303,撮药,tseq3yaq5,tsheq7;tsheq7;tsheg7;tshoeq7,买中药,,True,result_all_converted.xlsx,tsᴇʔ³ɦaʔ⁵,ok,rule_from_trusted_wupin
r05270,303,拷油,khau33yeu52,yeu2;yeu6,买油,kʰɒɦi,True,result_all_converted.xlsx,kʰɤ³³ɦə⁵²,ok,rule_from_trusted_wupin
r05271,304,第八章,di11paeq1tsaon11,,,,True,result_all_converted.xlsx,di¹¹pæʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r05272,304,舀油,yau115yeu52,yeu2;yeu6,买酱油,,True,result_all_converted.xlsx,ɦɤ¹¹⁵ɦə⁵²,ok,rule_from_trusted_wupin
r05273,304,称盐,tsheon33yen52,tsheon5yen2;yen6,买盐,ftsʰəŋɦiẽl,True,result_all_converted.xlsx,tsʰəŋ³³ɦẽ⁵²,ok,rule_from_trusted_wupin
r05274,304,打豆腐,to335deu55vu52,to3;tan3gnm,买豆腐,taŋdɤɦu,True,result_all_converted.xlsx,tɒ³³⁵də⁵⁵vu⁵²,ok,rule_from_trusted_wupin
r05275,304,肉,gnio11,gnio6;gnhioq7;gnioq8;gnioq8,买肉,dzæ̃ioʔll,True,result_all_converted.xlsx,ȵiɒ¹¹,ok,rule_from_trusted_wupin
r05276,304,量米,lian11mi55,lian6,买米,kliaŋmik,True,result_all_converted.xlsx,liaŋ¹¹mi⁵⁵,ok,rule_from_trusted_wupin
r05277,304,鸡,ci52,,买鸡拘方言字本字为集韵枯驾,,True,result_all_converted.xlsx,tɕi⁵²,ok,rule_from_trusted_wupin
r05278,304,切,chiq45,,持也,l,True,result_all_converted.xlsx,tɕʰiʔ⁴⁵,ok,rule_from_trusted_wupin
r05279,304,卖,ma11,,,ma,True,result_all_converted.xlsx,ma¹¹,ok,rule_from_trusted_wupin
r05280,304,讨价,thau335cia52,thau5;thau5cru5;ko5,,itʰsk,True,result_all_converted.xlsx,tʰɤ³³⁵tɕia⁵²,ok,rule_from_trusted_wupin
r05281,304,还价,waen11cia55,waen2;waeq8cru5;ko5,,sɦuæ̃ko,True,result_all_converted.xlsx,ɦæ̃¹¹tɕia⁵⁵,ok,rule_from_trusted_wupin
r05282,304,赊账,so33tsan55,,,sotsaŋ,True,result_all_converted.xlsx,sɒ³³tsaŋ⁵⁵,ok,rule_from_trusted_wupin
r05283,304,找,tsau335,,退还余额,tsɒt,True,result_all_converted.xlsx,tsɤ³³⁵,ok,rule_from_trusted_wupin
r05284,304,节省,ciq3san55,san3;seon3;seon3;shin3,,tɕiʔsaŋ,True,result_all_converted.xlsx,tɕiʔ³saŋ⁵⁵,ok,rule_from_trusted_wupin
r05285,304,狼藉,laon11dzia555552,dzia113;dzie?23;jfd4;jiq8;zhiq8;zhiq8,浪费糟蹋吃清爽,klɒŋʔdʑilɒŋʑiʔil,True,result_all_converted.xlsx,lɒŋ¹¹dzia⁵⁵⁵⁵⁵²,ok,rule_from_trusted_wupin
r05286,304,告将,ka33cian33,kau5;kau5ciaf1;cian5,,kɒtɕiaŋ,True,result_all_converted.xlsx,ka³³tɕiaŋ³³,ok,rule_from_trusted_wupin
r05287,304,出市,tsheq3zy55,tsheq7;tsheq7,赶集,ltitsʰʔz,True,result_all_converted.xlsx,tsʰᴇʔ³zɿ⁵⁵,ok,rule_from_trusted_wupin
r05288,304,赶市,keen335zy52,,,tikẽz,True,result_all_converted.xlsx,kẽ³³⁵zɿ⁵²,ok,rule_from_trusted_wupin
r05289,304,包梢,pa33sau52,pau1,剩余物全部买入,pɒsɒ,True,result_all_converted.xlsx,pa³³sɤ⁵²,ok,rule_from_trusted_wupin
r05290,304,倒担,tau335taen52,tau5taen1;taen5,,lltɒt,True,result_all_converted.xlsx,tɤ³³⁵tæ̃⁵²,ok,rule_from_trusted_wupin
r05291,304,门市,meen11zy55,,惜,ilimzt,True,result_all_converted.xlsx,mẽ¹¹zɿ⁵⁵,ok,rule_from_trusted_wupin
r05292,304,走路,tseu335lu52,,,tslu,True,result_all_converted.xlsx,tsə³³⁵lu⁵²,ok,rule_from_trusted_wupin
r05293,304,开车,khe33ciu52,cru1;tsho1,,kʰtsʰo,True,result_all_converted.xlsx,kʰᴇ³³tɕy⁵²,ok,rule_from_trusted_wupin
r05294,304,撑船,tshan33zeen52,tshan5;lstiar15;dzan2;dzan2;tsheon1;tsheon5;tsheon5zeen2;zoen2,行船,ktsʰaŋz,True,result_all_converted.xlsx,tsʰaŋ³³zẽ⁵²,ok,rule_from_trusted_wupin
r05295,304,开轮船,khe33leen55zeen52,loen2;lin2zeen2;zoen2,,kʰlzkʰlz,True,result_all_converted.xlsx,kʰᴇ³³lẽ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin
r05296,304,划船,wo11zeen52,wo2;uo1;waq8zeen2;zoen2,,vuozẽ,True,result_all_converted.xlsx,ɦɒ¹¹zẽ⁵²,ok,rule_from_trusted_wupin
r05297,304,纤,chien52,chien5;shien1,,ttʰit,True,result_all_converted.xlsx,tɕʰiẽ⁵²,ok,rule_from_trusted_wupin
r05298,304,拉纤,iha33chien52,laeq8chien5;shien1,,,True,result_all_converted.xlsx,hia³³tɕʰiẽ⁵²,ok,rule_from_trusted_wupin
r05299,304,骑马,ji11mha52,mha1;mo4,,dʑimo,True,result_all_converted.xlsx,dʑi¹¹hma⁵²,ok,rule_from_trusted_wupin
r05300,304,骑踏脚车,ji11daeq5ciaq5ciu52,cru1;tsho1,,tldʑidʔtɕiaʔtsʰo,True,result_all_converted.xlsx,dʑi¹¹dæʔ⁵tɕiaʔ⁵tɕy⁵²,ok,rule_from_trusted_wupin
r05301,304,骑脚踏车,ji11ciaq5daeq5ciu52,cru1;tsho1,,dʑitiaʔdʔtsʰo,True,result_all_converted.xlsx,dʑi¹¹tɕiaʔ⁵dæʔ⁵tɕy⁵²,ok,rule_from_trusted_wupin
r05302,305,坐车,zo115ciu52,cru1;tsho1,,zotʰo,True,result_all_converted.xlsx,zɒ¹¹⁵tɕy⁵²,ok,rule_from_trusted_wupin
r05303,305,趁车,tsheen33ciu33,cru1;tsho1,,ttsʰtsʰo,True,result_all_converted.xlsx,tsʰẽ³³tɕy³³,ok,rule_from_trusted_wupin
r05304,305,坐船,zo115zeen52,zeen2;zoen2,,zozẽ,True,result_all_converted.xlsx,zɒ¹¹⁵zẽ⁵²,ok,rule_from_trusted_wupin
r05305,305,坐飞机,zo115fi55ci52,,,kzofti,True,result_all_converted.xlsx,zɒ¹¹⁵fi⁵⁵tɕi⁵²,ok,rule_from_trusted_wupin
r05306,305,教,ka33,kau5;cnpy;e,,kɒ,True,result_all_converted.xlsx,ka³³,ok,rule_from_trusted_wupin
r05307,305,学,yoeq23,yoeq8;ghoq8;ghoq8;yoq8,,ɦoʔ,True,result_all_converted.xlsx,ɦiøʔ²³,ok,rule_from_trusted_wupin
r05308,305,上学,zan115yoeq54,zan4;zaon4;zaon4;zaon4;zaon4;zaon6yoeq8;ghoq8;ghoq8;yoq8,,lzɒŋɦoʔ,True,result_all_converted.xlsx,zaŋ¹¹⁵ɦiøʔ⁵⁴,ok,rule_from_trusted_wupin
r05309,305,放学,faon33yoeq3,yoeq8;ghoq8;ghoq8;yoq8,,fɒŋɦoʔ,True,result_all_converted.xlsx,fɒŋ³³ɦiøʔ³,ok,rule_from_trusted_wupin
r05310,305,上课,zan115kho52,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,lzɒŋkʰo,True,result_all_converted.xlsx,zaŋ¹¹⁵kʰɒ⁵²,ok,rule_from_trusted_wupin
r05311,305,落课,loq1kho55,,,kiloʔkʰo,True,result_all_converted.xlsx,loʔ¹kʰɒ⁵⁵,ok,rule_from_trusted_wupin
r05312,305,认字,zeen11zy11,zeen6;gnin6,,ikȵiŋ,True,result_all_converted.xlsx,zẽ¹¹zɿ¹¹,ok,rule_from_trusted_wupin
r05313,305,识字,seq3zy55,,,isʔz,True,result_all_converted.xlsx,sᴇʔ³zɿ⁵⁵,ok,rule_from_trusted_wupin
r05314,305,读白字,doeq1baq5zy52,doq8,,idoʔbaʔl,True,result_all_converted.xlsx,døʔ¹baʔ⁵zɿ⁵²,ok,rule_from_trusted_wupin
r05315,305,读别,doeq1beq5,doq8beq8;beq8;piq7;piq7;piq7;piq7;piq7;biq8;biq8;biq8;biq8;biq8;biq8,,idoʔpiʔ,True,result_all_converted.xlsx,døʔ¹bᴇʔ⁵,ok,rule_from_trusted_wupin
r05316,305,看书,kheen33shiu33,,,ʔikʰẽɕy,True,result_all_converted.xlsx,kʰẽ³³ɕy³³,ok,rule_from_trusted_wupin
r05317,305,读书,doeq1shiu52,doq8,,idoʔɕy,True,result_all_converted.xlsx,døʔ¹ɕy⁵²,ok,rule_from_trusted_wupin
r05318,305,背书,pe33shiu52,pe1;pe5;pe5;be6;be6;be6,,bɕy,True,result_all_converted.xlsx,pᴇ³³ɕy⁵²,ok,rule_from_trusted_wupin
r05319,305,温习,uen33jiq5,uen1;uoen1,,uẽdʑiʔ,True,result_all_converted.xlsx,uẽ³³dʑiʔ⁵,ok,rule_from_trusted_wupin
r05320,305,复习,foq3jiq5,fe7;foq7;foq7;voq8;voq8,,foiʔ,True,result_all_converted.xlsx,foʔ³dʑiʔ⁵,ok,rule_from_trusted_wupin
r05321,305,自学,zy115yoeq54,zy4;zy6;zy6;zhi6yoeq8;ghoq8;ghoq8;yoq8,,lzɦoʔ,True,result_all_converted.xlsx,zɿ¹¹⁵ɦiøʔ⁵⁴,ok,rule_from_trusted_wupin
r05322,305,自修,zy115shieu52,zy4;zy6;zy6;zhi6,,tzɕi,True,result_all_converted.xlsx,zɿ¹¹⁵ɕiə⁵²,ok,rule_from_trusted_wupin
r05323,305,考试,khau335sy52,,,kʰɒs,True,result_all_converted.xlsx,kʰɤ³³⁵sɿ⁵²,ok,rule_from_trusted_wupin
r05324,305,测验,tsheoq3gniaen55,,指小部或局部内容的考试上课时光贿得,tsʰʔiæ̃tkifit,True,result_all_converted.xlsx,tsʰəʔ³ȵiæ̃⁵⁵,ok,rule_from_trusted_wupin
r05325,305,及格,ji11kaq5,jig8;jiq8;jiq8kaq7;kaeq7,,ktdʑiʔkaʔ,True,result_all_converted.xlsx,dʑi¹¹kaʔ⁵,ok,rule_from_trusted_wupin
r05326,305,勿及格,veq1ji55kaq54,jig8;jiq8;jiq8kaq7;kaeq7,,tvʔdʑiʔkaʔt,True,result_all_converted.xlsx,vᴇʔ¹dʑi⁵⁵kaʔ⁵⁴,ok,rule_from_trusted_wupin
r05327,305,背榜,pe33paon55,pe1;pe5;pe5;be6;be6;be6,指末一名,tppɒŋf,True,result_all_converted.xlsx,pᴇ³³pɒŋ⁵⁵,ok,rule_from_trusted_wupin
r05328,305,升级,seon33ciq5,,,fksəŋiʔ,True,result_all_converted.xlsx,səŋ³³tɕiʔ⁵,ok,rule_from_trusted_wupin
r05329,306,第八章,di11paeq1tsaon11,,绍兴方言分类词汇下,,True,result_all_converted.xlsx,di¹¹pæʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r05330,306,留级,lieu11ciq5,,,ʔlɤtɕiʔ,True,result_all_converted.xlsx,liə¹¹tɕiʔ⁵,ok,rule_from_trusted_wupin
r05331,306,毕业,piq3gniq5,,,lpiʔȵiʔ,True,result_all_converted.xlsx,piʔ³ȵiʔ⁵,ok,rule_from_trusted_wupin
r05332,306,读出哉,doeq1tsheq5tsa52,doq8tsheq7;tsheq7tsd1;tse1,六年咯学堂总算赞要做事体哉,ldoʔtʰtst,True,result_all_converted.xlsx,døʔ¹tsʰᴇʔ⁵tsa⁵²,ok,rule_from_trusted_wupin
r05333,306,放假,faon33cia33,ctu5;cia5;ko3;cru5;ko3;ko5;ko5;ko5,,fɒŋkoi,True,result_all_converted.xlsx,fɒŋ³³tɕia³³,ok,rule_from_trusted_wupin
r05334,306,告假,ka33cia33,kau5;kau5ctu5;cia5;ko3;cru5;ko3;ko5;ko5;ko5,,kko,True,result_all_converted.xlsx,ka³³tɕia³³,ok,rule_from_trusted_wupin
r05335,306,请假,chin335cia52,ctu5;cia5;ko3;cru5;ko3;ko5;ko5;ko5,,iitɕʰiŋko,True,result_all_converted.xlsx,tɕʰiŋ³³⁵tɕia⁵²,ok,rule_from_trusted_wupin
r05336,306,赖学,la11yoeq1,yoeq8;ghoq8;ghoq8;yoq8,逃学,ilaɦoʔ,True,result_all_converted.xlsx,la¹¹ɦiøʔ¹,ok,rule_from_trusted_wupin
r05337,306,立壁角,liq1piq5koq54,,,tfliʔpiʔkoʔʔtfytttt,True,result_all_converted.xlsx,liʔ¹piʔ⁵koʔ⁵⁴,ok,rule_from_trusted_wupin
r05338,306,打手心,to335seu55shin52,to3;tan3,旧时对学生的一种体罚,taŋsɤiŋllllltff,True,result_all_converted.xlsx,tɒ³³⁵sə⁵⁵ɕiŋ⁵²,ok,rule_from_trusted_wupin
r05339,306,打手底板,to335seu55ti55paen52,to3;tan3ti3;ti3;ti3,,ltaŋsɤtipæ̃,True,result_all_converted.xlsx,tɒ³³⁵sə⁵⁵ti⁵⁵pæ̃⁵²,ok,rule_from_trusted_wupin
r05340,306,关夜学,kuaen33ya55yoeq54,yoeq8;ghoq8;ghoq8;yoq8,放学后一段时间不让回家旧时对学生的,kuæ̃ɦiaɦoʔlttftt,True,result_all_converted.xlsx,kuæ̃³³ɦa⁵⁵ɦiøʔ⁵⁴,ok,rule_from_trusted_wupin
r05341,306,一种体罚,iq3tson55thi55vaeq54,tson3;tson5,,k,True,result_all_converted.xlsx,iʔ³tsoŋ⁵⁵tʰi⁵⁵væʔ⁵⁴,ok,rule_from_trusted_wupin
r05342,306,写字,shia335zy52,,,ɕiaz,True,result_all_converted.xlsx,ɕia³³⁵zɿ⁵²,ok,rule_from_trusted_wupin
r05343,306,记笔记,ci33piq3ci33,,,iitɕipiʔtɕi,True,result_all_converted.xlsx,tɕi³³piʔ³tɕi³³,ok,rule_from_trusted_wupin
r05344,306,摘笔记,tsaq3piq5ci52,,,itsapiʔtɕi,True,result_all_converted.xlsx,tsaʔ³piʔ⁵tɕi⁵²,ok,rule_from_trusted_wupin
r05345,306,画图画,wo11du11wo11,,,llllɦuoduɦuok,True,result_all_converted.xlsx,ɦɒ¹¹du¹¹ɦɒ¹¹,ok,rule_from_trusted_wupin
r05346,306,写影格纸,shia335in55kaq5tsy52,kaq7;kaeq7,先再临字帖,ɕiaiŋkaʔtsti,True,result_all_converted.xlsx,ɕia³³⁵iŋ⁵⁵kaʔ⁵tsɿ⁵²,ok,rule_from_trusted_wupin
r05347,306,描红,miau11won52,,,miɒɦuoŋ,True,result_all_converted.xlsx,miɤ¹¹ɦoŋ⁵²,ok,rule_from_trusted_wupin
r05348,306,对课,te33kho33,to5;te5;te5,对对子,litkʰo,True,result_all_converted.xlsx,tᴇ³³kʰɒ³³,ok,rule_from_trusted_wupin
r05349,306,默写,meq1shia55,,,tmʔia,True,result_all_converted.xlsx,mᴇʔ¹ɕia⁵⁵,ok,rule_from_trusted_wupin
r05350,306,听写,thin33shia33,thin5,,ltʰiŋɕia,True,result_all_converted.xlsx,tʰiŋ³³ɕia³³,ok,rule_from_trusted_wupin
r05351,306,抄书,tshau33shiu52,,,tsʰɒɕy,True,result_all_converted.xlsx,tsʰɤ³³ɕy⁵²,ok,rule_from_trusted_wupin
r05352,306,写信,shia335shin52,,,ɕiaiŋ,True,result_all_converted.xlsx,ɕia³³⁵ɕiŋ⁵²,ok,rule_from_trusted_wupin
r05353,306,拣,kaen335,,,k,True,result_all_converted.xlsx,kæ̃³³⁵,ok,rule_from_trusted_wupin
r05354,306,候,gheu11,gheu6;gheu6,比量是否合适买双鞋总要咯,ɦɤlftk,True,result_all_converted.xlsx,ɦə¹¹,ok,rule_from_trusted_wupin
r05355,306,嬉,shi52,,游玩门朝到杭州西湖边去,ifltti,True,result_all_converted.xlsx,ɕi⁵²,ok,rule_from_trusted_wupin
r05356,306,做嬉客,tso33shi33khaq3,,,tktktsoikʰaʔ,True,result_all_converted.xlsx,tsɒ³³ɕi³³kʰaʔ³,ok,rule_from_trusted_wupin
r05357,307,搅,kau335,tne6;tne6,玩儿小人一日到夜夜头困熟东都会出汗咯,kɒffilk,True,result_all_converted.xlsx,kɤ³³⁵,ok,rule_from_trusted_wupin
r05358,307,超超,tshau33tshau52,,散步,iiidaŋdaŋt,True,result_all_converted.xlsx,tsʰɤ³³tsʰɤ⁵²,ok,rule_from_trusted_wupin
r05359,307,踱,doq23,,,,True,result_all_converted.xlsx,doʔ²³,ok,rule_from_trusted_wupin
r05360,307,踢子,thiq3tsy55,tsy3;tseq7,,,True,result_all_converted.xlsx,tʰiʔ³tsɿ⁵⁵,ok,rule_from_trusted_wupin
r05361,307,办人家,baen11zeen11cia11,gnin2ke1;ko1;ko1;ko1;cio1,过家家,bȵiŋʔkoiti,True,result_all_converted.xlsx,bæ̃¹¹zẽ¹¹tɕia¹¹,ok,rule_from_trusted_wupin
r05362,307,造房子,zau115vaon55tsy52,tsy3;tseq7,一种儿童游戏以单腿跳跃踢石块进阶,fzɒvɒŋtsllik,True,result_all_converted.xlsx,zɤ¹¹⁵vɒŋ⁵⁵tsɿ⁵²,ok,rule_from_trusted_wupin
r05363,307,取胜,chiu335seen52,seen5;seon5,,,True,result_all_converted.xlsx,tɕʰy³³⁵sẽ⁵²,ok,rule_from_trusted_wupin
r05364,307,取线绷,chiu335shien55pan52,,一种儿童游戏以棉线手戏取胜,tɕʰyɕipaŋflkf,True,result_all_converted.xlsx,tɕʰy³³⁵ɕiẽ⁵⁵paŋ⁵²,ok,rule_from_trusted_wupin
r05365,307,乘风凉,dzeon11fon55lian52,dzeon6;dzeon6,小王来亨明堂里,idzŋfoŋliaŋlll,True,result_all_converted.xlsx,dzəŋ¹¹foŋ⁵⁵liaŋ⁵²,ok,rule_from_trusted_wupin
r05366,307,跳舞,thiau33wu33,diau2wu2;wu4,,tʰɒɦ,True,result_all_converted.xlsx,tʰiɤ³³ɦu³³,ok,rule_from_trusted_wupin
r05367,307,做戏文,tso33shi33veen33,,戏,tsoivẽtsoivẽ,True,result_all_converted.xlsx,tsɒ³³ɕi³³vẽ³³,ok,rule_from_trusted_wupin
r05368,307,钓鱼,tiau33yu33,ng2,,ttiɒŋ,True,result_all_converted.xlsx,tiɤ³³ɦy³³,ok,rule_from_trusted_wupin
r05369,307,斗蛐蛐,teu335chiu55chiu52,teu5,,,True,result_all_converted.xlsx,tə³³⁵tɕʰy⁵⁵tɕʰy⁵²,ok,rule_from_trusted_wupin
r05370,307,照照相,tsau33tsau33shian33,shian5;shian5,,ltsɒtsɒɕiaŋtsɒtsɒɕiaŋ,True,result_all_converted.xlsx,tsɤ³³tsɤ³³ɕiaŋ³³,ok,rule_from_trusted_wupin
r05371,307,拍照相,phaq3tsau55shian52,shian5;shian5,,llpʰaʔtsɒɕiaŋpʰaʔtsɒɕiaŋ,True,result_all_converted.xlsx,pʰaʔ³tsɤ⁵⁵ɕiaŋ⁵²,ok,rule_from_trusted_wupin
r05372,307,照照片,tsau33tsau33phien33,,,lllltsɒktsɒpʰiẽtsptspʰiẽ,True,result_all_converted.xlsx,tsɤ³³tsɤ³³pʰiẽ³³,ok,rule_from_trusted_wupin
r05373,307,拍照片,phaq3tsau55phien52,,,lpʰaʔtsɒpʰiẽpʰaʔtspʰiẽ,True,result_all_converted.xlsx,pʰaʔ³tsɤ⁵⁵pʰiẽ⁵²,ok,rule_from_trusted_wupin
r05374,307,放炮仗,faon33phau33tsan33,phau5;phau5tsan5;dzan4,,fɒŋpʰɒdzaŋlfɒŋpʰɒdzaŋ,True,result_all_converted.xlsx,fɒŋ³³pʰɤ³³tsaŋ³³,ok,rule_from_trusted_wupin
r05375,307,放鹞,faon33liau33,yau6;yau6,放风筝,,True,result_all_converted.xlsx,fɒŋ³³liɤ³³,ok,rule_from_trusted_wupin
r05376,307,摸青盲,mhoq3chin55ban52,moq8;moq8man2;man2;man2;maon2;maon2;maon4,捉迷藏,lmoʔtɕʰiŋmaŋmoʔtɕʰiŋbaŋi,True,result_all_converted.xlsx,hmoʔ³tɕʰiŋ⁵⁵baŋ⁵²,ok,rule_from_trusted_wupin
r05377,307,躲静案伴伴,to335jin55een55boen55boen52,boen4;boen6boen4;boen6,,todiŋkʰobllb,True,result_all_converted.xlsx,tɒ³³⁵dʑiŋ⁵⁵ẽ⁵⁵bø̃⁵⁵bø̃⁵²,ok,rule_from_trusted_wupin
r05378,307,躲在某处,to335dze55mu55chiu52,uze4;ze4mu4;meu4chiu5;chiu5,由几个人寻找,kt,True,result_all_converted.xlsx,tɒ³³⁵dzᴇ⁵⁵mu⁵⁵tɕʰy⁵²,ok,rule_from_trusted_wupin
r05379,307,老鹰拖小鸡,lau115in55tha55shiau55ci52,lau4;lau6lric1;tho1,一种儿童游戏老鹰以抓住小鸡,liŋtʰotklt,True,result_all_converted.xlsx,lɤ¹¹⁵iŋ⁵⁵tʰa⁵⁵ɕiɤ⁵⁵tɕi⁵²,ok,rule_from_trusted_wupin
r05380,307,为胜,we11seen11,seen5;seon5,母鸡则尽力拦阻不让小鸡被抓,lllli,True,result_all_converted.xlsx,ɦᴇ¹¹sẽ¹¹,ok,rule_from_trusted_wupin
r05381,307,抢埭埭,chian335da55da52,chian3;chian3da6;da6;da6;da6da6;da6;da6;da6,抓起自己的一条腿跳着赛跑的一种游戏,,True,result_all_converted.xlsx,tɕʰiaŋ³³⁵da⁵⁵da⁵²,ok,rule_from_trusted_wupin
